"PROBE_NAME","ACCNUM","SYMBOL","DESC","ACHROMOSOME","normal1","normal2","normal3","normal4","normal5","normal6","normal7","cancer1","cancer2","cancer3","cancer4","cancer5","cancer6","cancer7"
"1709_g_at","U07620","MAPK10","mitogen-activated protein kinase 10",4,333.6,292.1,43.3,312,66.7,460.9,189.1,182.9,418,185,237.2,248.8,475.5,76.7
"170_at","U51096","CDX2","caudal type homeobox 2",13,317.5,1317.9,1253.8,986.3,1805,911.5,1116.3,333.5,179.6,146.4,183.1,226.7,246.5,293
"1710_s_at","U07804","TOP1","topoisomerase (DNA) I",20,13.5,49.5,38.6,37.2,53.3,28.4,47.7,28.3,273.6,12.6,9.6,5.2,168.5,144.7
"1711_at","U09477","TP53BP1","tumor protein p53 binding protein 1",15,1622.8,971.9,546,1471,1450.2,691.6,1077,2041.5,1445.3,1123.7,1425.3,701.1,1365.3,567.6
"1712_s_at","U17743","MAP2K4","mitogen-activated protein kinase kinase 4",17,4,29.4,41.5,221.8,34.4,14.7,34.2,7.8,89.2,2.2,4.8,22.7,15.2,37.8
"1713_s_at","U26727","CDKN2A","cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)",9,316.2,137.1,864.1,303.6,177.9,51.8,244.6,6.8,134.5,151,5.7,6.9,215.6,20.1
"1714_at","U26914","RREB1","ras responsive element binding protein 1",6,109.7,855.5,318.3,230.4,1024.3,565.5,596.2,117,190.8,118.9,114.1,246.4,102.4,85.3
"1715_at","U37518","TNFSF10","tumor necrosis factor (ligand) superfamily, member 10",3,78,136,343.8,168.4,465.2,73.3,277,77.6,32.1,6.3,35.7,1054.5,29.6,17.6
"1716_at","U43586","KSR1","kinase suppressor of ras 1",17,33.7,139.1,48,68.1,138.5,102.8,44.4,19,27.1,20.6,31.6,39.3,11.7,12.7
"1717_s_at","U45878","BIRC3","baculoviral IAP repeat containing 3",11,115,152.4,313.2,32.7,224.4,191.2,210.3,97.3,114,64.6,95.5,288.9,20.9,45.3
"1718_at","U50523","ARPC2","actin related protein 2/3 complex, subunit 2, 34kDa",2,4864.8,1130.2,2265,729.5,473.8,2619.2,7771.3,3432,3539.9,2088.4,4325,8426.2,4414.4,2050.2
"1719_at","U61981","MSH3","mutS homolog 3 (E. coli)",5,37.3,155.7,454.8,57.3,650.3,282.1,184.2,50.2,58.7,2.7,20.4,143.8,82,134.3
"171_at","U56833","VBP1","von Hippel-Lindau binding protein 1","X",846.5,45.7,133.7,332.3,49,59,263.5,1033,1090.1,575.1,500.7,361,775.8,415.3
"1720_at","U65410","MAD2L1","MAD2 mitotic arrest deficient-like 1 (yeast)",4,6.6,37.7,54.6,20.4,52.6,13.4,24.6,6.2,5.4,2.8,7.2,4.5,8.2,3.9
"1721_g_at","U65410","MAD2L1","MAD2 mitotic arrest deficient-like 1 (yeast)",4,154.1,91.1,25.6,128.9,194.7,54,143.1,604.5,255.7,197.9,174.2,74.8,95.7,124.7
"1722_at","U71087","MAP2K5","mitogen-activated protein kinase kinase 5",15,68.2,291.5,853.6,326.5,130.8,335.7,237.1,91.6,218.4,56.9,15.2,95.8,128.9,167.9
"1723_g_at","S61953","ERBB3","v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)",12,19.1,101.3,54.1,58.8,371.7,47.1,81.4,11.8,53,7.4,87.2,36.5,10.7,11.4
"1724_at","S75174","E2F4","E2F transcription factor 4, p107/p130-binding",16,372.5,1282.5,714.3,105.4,1134.6,1037.2,823.3,304.3,576.5,286.4,249.6,228.1,292.4,440.8
"1725_s_at","HG884-HT884","UBE3A","ubiquitin protein ligase E3A",15,60.3,53.6,340.2,140.8,120.6,350.3,484,8.9,246.4,10.6,7.8,521.7,1038.1,563.9
"1726_at","HG919-HT919","POLE","polymerase (DNA directed), epsilon",12,330,1260.1,289.5,590.9,1155.5,772.7,671.6,337.1,601,208.1,276,341.6,440,537.6
"1727_at","L07868","ERBB4","v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)",2,11,172.5,359.6,32.1,427.9,266.2,48.4,82.6,4.5,5.2,6.8,37.7,19.4,30.2
"1728_at","L13689","BMI1","BMI1 polycomb ring finger oncogene",10,2411.4,1384.4,1522.7,579.9,2094.5,1843.1,1377.8,1187.8,3763.6,2442.9,793.2,900.6,2896.4,3612.8
"1729_at","L41690","TRADD","TNFRSF1A-associated via death domain",16,381.3,1187.5,87,152.5,462.5,893.4,1111.5,547.6,388.9,839.9,1006.7,801.2,733.2,810
"172_at","U57650","INPP5D","inositol polyphosphate-5-phosphatase, 145kDa",2,543,992.5,1731.2,428.3,1793.1,1045.2,1154.1,611.8,208.7,478.8,366.4,713.7,196.6,186.2
"1730_s_at","M17446","FGF4","fibroblast growth factor 4",11,336.1,269.2,214.2,552.1,718.5,726.6,646.6,358.3,270,163.5,414.4,86.7,242.7,340.9
"1731_at","M21574","PDGFRA","platelet-derived growth factor receptor, alpha polypeptide",4,340.1,708.2,399,343.5,561.7,223.3,219.5,149.6,95.4,353.9,249.3,547.7,27.2,166.4
"1732_at","M37825","FGF5","fibroblast growth factor 5",4,4.5,51.4,132.5,100.6,47.5,390.9,143.3,3.8,21.3,4.7,16.6,42.7,6.4,19.2
"1733_at","M60315","BMP6","bone morphogenetic protein 6",6,148.9,116.7,144.5,230.4,140.9,77.6,59.5,66.1,456.4,215.5,17.9,145.9,75.3,123.8
"1734_at","M60556","TGFB3","transforming growth factor, beta 3",14,34,79.7,110.7,40,108.7,85.3,124.8,14.7,53.1,7.6,19.4,63.9,24.2,79.1
"1735_g_at","M60556","TGFB3","transforming growth factor, beta 3",14,38.1,413.5,360.4,98.6,559.1,248.8,296.7,51,124.3,51.7,67.3,51.8,70,102.6
"1736_at","M62402","IGFBP6","insulin-like growth factor binding protein 6",12,9.2,40.7,468.8,21.6,58.6,36.1,57.5,10.6,12.4,6.8,349.8,76.7,11.1,11.5
"1737_s_at","M62403","IGFBP4","insulin-like growth factor binding protein 4",17,3514.2,1952.2,618.3,2013.2,60.8,720.5,2500.1,1001.4,1484.6,3691.1,9329.2,2298.7,4444,6044.7
"1738_at","M81933","CDC25A","cell division cycle 25 homolog A (S. pombe)",3,40.5,218,287.4,314.7,118.9,82.9,102.8,109.7,31.7,44.9,152.5,37,52.2,113.7
"1739_at","M99487","FOLH1","folate hydrolase (prostate-specific membrane antigen) 1",11,14.9,44,56.3,40.8,274.1,239.8,216.1,56.8,579.5,110.6,25.4,102.2,28.2,194.3
"173_at","U59325","CDH18","cadherin 18, type 2",5,36.9,330.2,37.1,159.7,341.1,79.9,331.5,61.5,61.1,43.4,78.2,76,54.7,47.7
"1740_g_at","M99487","NA","NA","NA",53.4,370.3,385.9,93.7,301.4,322.1,346,100.5,455.8,190.5,184,72.7,16.5,289.2
"1741_s_at","S37730","IGFBP2","insulin-like growth factor binding protein 2, 36kDa",2,147.1,41.9,44.9,344,47.4,83.1,48.4,416.4,694.3,46.3,131.4,33.7,75.5,510
"1742_at","S61953","ERBB3","v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)",12,411.5,821.7,304.4,580.5,951.1,760,1097.5,328.7,293.4,261.1,267.1,468.4,237.5,232.7
"1743_s_at","HG2007-HT2056","SKIL","SKI-like oncogene",3,4.4,42.6,57.4,62.9,58.7,124.9,37.1,10.9,8.3,6.2,10,15.3,4,4.2
"1744_at","HG4433-HT4703","NA","NA","NA",15.7,92.4,401.3,27.6,64.4,88.2,72.1,14.3,28.5,14.3,27.7,23.4,18.9,9.6
"1745_at","HG4679-HT5104","RET","ret proto-oncogene",10,3.7,74.2,65.7,122.6,22.2,20.3,46,530.4,20.4,25.5,6,9.1,4.9,7.1
"1746_s_at","HG4683-HT5108","TRAF2","TNF receptor-associated factor 2",9,269.6,256.5,195.2,743.2,256.5,113.9,194.1,730.1,201.1,208.9,693.4,340.1,152.4,168.5
"1747_at","AD000092","DNASE2","deoxyribonuclease II, lysosomal",19,28.7,148,268.5,95.8,120,71.3,164.2,21.5,30.2,13.9,29.2,93.8,55.1,41.8
"1748_s_at","AD000092","KLF1","Kruppel-like factor 1 (erythroid)",19,19.3,61.9,100.7,136.8,178.7,73.9,69.9,31,13.1,19.9,16.5,53.3,29.4,35.2
"1749_at","AD000092","GCDH","glutaryl-CoA dehydrogenase",19,250.7,556.3,237.7,70.5,597.3,137.8,374.7,392.5,628.8,197.7,316,233,594.1,606.6
"174_s_at","U61167","ITSN2","intersectin 2",2,1025.4,99.4,1378.8,20.6,1700.7,967.4,2813.1,342.3,281,698,753.2,1489.7,440,207.2
"1750_at","AD000092","FARSA","phenylalanyl-tRNA synthetase, alpha subunit",19,68.3,194.9,233.4,244.3,237.8,100.1,183.1,398.4,934.1,37.8,266.5,51,897.9,449.7
"1751_g_at","AD000092","FARSA","phenylalanyl-tRNA synthetase, alpha subunit",19,699,133.4,61.9,1021.9,120.4,200.4,181.6,1004.6,1255.6,351.7,928.1,619.5,1779.5,1473.7
"1752_at","AD000092","CALR","calreticulin",19,33.2,67.7,283.9,67.3,65.5,45.1,41.4,19.5,343.9,17.4,42.1,38.1,302.4,195.8
"1753_s_at","AD000092","RAD23A","RAD23 homolog A (S. cerevisiae)",19,15,29.7,45.3,40.9,73.3,31.4,17.9,65.2,285.1,9.7,5.6,64.6,424.5,182.3
"1754_at","AF006041","DAXX","death-domain associated protein",6,226.8,999.6,119.6,410.1,871.9,595.9,786.9,442.7,365.7,198,255.3,247,573.5,358
"1755_i_at","D00003","CYP3A4","cytochrome P450, family 3, subfamily A, polypeptide 4",7,11.2,27,201.1,55,37.9,54.8,72.5,4.6,6.5,7.2,65.7,13.4,7.4,8.6
"1756_f_at","D00003","CYP3A4","cytochrome P450, family 3, subfamily A, polypeptide 4",7,92,79.7,737.2,324,249.4,234.3,214.9,20.2,52.1,49.8,89.4,123.2,57,24.1
"1757_i_at","D00408","CYP3A7","cytochrome P450, family 3, subfamily A, polypeptide 7",7,12.4,23.8,50,34.5,97.3,11.2,19.5,8.1,10.9,1.8,2.1,2.2,37.5,9.7
"1758_r_at","D00408","CYP3A7","cytochrome P450, family 3, subfamily A, polypeptide 7",7,32.3,96.2,212.7,166.4,28.6,80.2,96.1,1.1,9.3,1.6,2.2,61.1,1,4.7
"1759_f_at","D00408","CYP3A7","cytochrome P450, family 3, subfamily A, polypeptide 7",7,11.8,177.5,162.5,77.8,92.2,67.8,292.6,42.6,49.1,38.4,19.2,41.1,58.7,9.8
"175_s_at","U33053","PKN1","protein kinase N1",19,438.7,60.2,163.1,1021.6,32.9,816,702.4,531.5,545.8,136.7,179.5,442.1,754.1,193.8
"1760_s_at","D11327","PTPN7","protein tyrosine phosphatase, non-receptor type 7",1,35.2,276.4,1030.6,520.6,641.9,566.2,695.3,135.3,59.8,105.5,175.6,216.3,58.8,21.8
"1761_at","D37965","PDGFRL","platelet-derived growth factor receptor-like",8,91,398.7,722.2,39.6,160.6,55.2,322.4,94.3,10.9,140.1,8.3,100.7,102,16.5
"1762_at","D38500","PMS2P4","postmeiotic segregation increased 2 pseudogene 4",7,12.9,114.8,93.5,129.1,363,43.1,390.2,21.8,13.8,48.4,21.6,75.1,7.7,19.8
"1763_at","D38502","PMS2P5","postmeiotic segregation increased 2 pseudogene 5",7,117.2,109.6,223.4,73.3,197.2,107.4,329.9,20.5,24.4,30.9,16.8,23,17.4,20.7
"1764_s_at","D85131","MAZ","MYC-associated zinc finger protein (purine-binding transcription factor)",16,21.3,312.9,613.7,127.8,462.4,56,187.2,194.8,192.8,23.6,20.4,86.4,357.4,84.3
"1765_at","U86214","CASP10","caspase 10, apoptosis-related cysteine peptidase",2,69.8,559.9,107.5,282.4,755,529.5,641.5,73.6,20.4,90.1,91.1,74.2,44.8,20.8
"1766_g_at","U86214","CASP10","caspase 10, apoptosis-related cysteine peptidase",2,117.2,1299.4,417.8,89.9,1704.1,774.4,702.4,49.5,170.6,52.2,68.8,207.8,128.1,91.1
"1767_s_at","X14885","TGFB3","transforming growth factor, beta 3",14,1338.6,721,1019.6,158.1,392.8,143.1,328,594.6,1643.9,1197,1225.9,316.8,322.3,770.6
"1768_s_at","X59932","CSK","c-src tyrosine kinase",15,1399.4,2085.7,2728.8,5238.7,1697.7,2178.4,1891.6,3014.2,1056.1,1378.6,1675.5,1168.5,1399.4,705.7
"1769_at","AD000092","MAST1","microtubule associated serine/threonine kinase 1",19,147.4,349,1229.2,484.1,245.5,267.1,111.8,247.2,111.2,77.3,156.8,149.5,194.7,118.6
"176_at","U37352","PPP2R5C","protein phosphatase 2, regulatory subunit B', gamma",14,423.3,282.7,124.6,392.2,427.8,115.6,362.4,477.4,779.6,558.3,209.4,413.4,576.1,235.1
"1770_at","J00207","IFNA2","interferon, alpha 2",9,42.3,63.4,86.5,14.9,252.4,220.2,184,28.9,15.2,26.4,29.3,10.5,3.6,9.2
"1771_s_at","J03278","PDGFRB","platelet-derived growth factor receptor, beta polypeptide",5,610.7,981.8,150.4,297.1,103.8,807.6,167,669.4,209.7,946,652.7,418,153.4,212
"1772_s_at","L00634","FNTA","farnesyltransferase, CAAX box, alpha",8,157.3,284.7,590.7,12.7,399.5,69.3,352.9,315.4,702.8,288,107.3,64.3,330.1,325.7
"1773_at","L00635","FNTB","farnesyltransferase, CAAX box, beta",14,26.5,71.1,38,291,612.8,332.8,154.9,115,187.4,95.1,13.7,144.1,187.2,46.9
"1774_at","L06895","MXD1","MAX dimerization protein 1",2,5.5,20.6,442.6,20.4,65.6,45.1,30.1,6,6.1,4.1,6.8,7.7,14.5,6.3
"1775_at","L24559","POLA2","polymerase (DNA directed), alpha 2 (70kD subunit)",11,218.5,307.4,386.7,451.6,525.5,194.7,524.3,413.4,425.8,210.7,520.8,269.5,291,234.3
"1776_at","L24564","RRAD","Ras-related associated with diabetes",16,33.7,465,50.8,114.4,328.2,122.9,107.7,30.6,22.5,1134.3,175.5,2089.7,33.5,36.9
"1777_at","L36463","RIN1","Ras and Rab interactor 1",11,103.3,268.3,309.2,198,262.7,190.6,234.4,91,99.9,56.9,70.5,85.3,87.1,34.9
"1778_g_at","L36463","RIN1","Ras and Rab interactor 1",11,460.8,312.5,741,2168.5,152.6,217,340.2,157.6,199.6,477.3,693.4,240.2,529.4,248.9
"1779_s_at","M16750","PIM1","pim-1 oncogene",6,82.1,690.4,1796.1,101.8,415.8,221.8,548,433.9,178,349.8,327,597.9,248.7,242.4
"177_at","U38545","PLD1","phospholipase D1, phosphatidylcholine-specific",3,115.1,273.2,299.2,30.2,564.4,80.5,82.8,86.6,105.1,62.7,57.2,119,49.7,35.3
"1780_at","M19722","FGR","Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog",1,380.4,1507.5,480.3,513,1127.4,1411.7,1368,575,347.4,379.7,379.3,653.9,329.5,494.4
"1781_at","M25269","ELK1","ELK1, member of ETS oncogene family","X",121.6,411.7,436.9,332.2,969.3,343.6,767.5,158.2,394.3,30.5,46.9,74.5,239.4,280.1
"1782_s_at","M31303","STMN1","stathmin 1",1,1929.1,1207.4,1159.7,1862.9,1491.6,1514.8,1246.3,2872.1,1552.1,1421.1,2307,373.1,1643.4,1777.6
"1783_at","M37190","RIN2","Ras and Rab interactor 2",20,34.7,47.1,50.3,22.8,266.9,65.5,60.4,9.5,151.1,40.4,5.8,22.9,9.7,25.8
"1784_s_at","S66427","ARID4A","AT rich interactive domain 4A (RBP1-like)",14,116.9,179.1,61.6,275.9,130.5,368.8,208.8,120,323.1,78.2,54.8,141.5,104.6,148.6
"1785_at","S66431","KDM5A","lysine (K)-specific demethylase 5A",12,137,38.4,83.1,65.4,47.1,57.9,254.6,128.6,192.9,176.2,188.2,272.6,474.9,332.1
"1786_at","U08023","MERTK","c-mer proto-oncogene tyrosine kinase",2,186.4,519.7,706.3,172.1,751.5,785,574,173.8,2952.5,726.6,172.4,240.3,1647.1,278.6
"1787_at","U22398","CDKN1C","cyclin-dependent kinase inhibitor 1C (p57, Kip2)",11,100.5,66.1,234.6,18.1,25.7,42.3,136.7,93,106.3,158.9,117.1,321.5,89,522.3
"1788_s_at","U48807","DUSP4","dual specificity phosphatase 4",8,81.7,41.4,117.1,24,98.9,263.2,229.4,72.1,40.9,18.3,9.3,260.3,24.6,49.1
"1789_at","U65928","COPS5","COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)",8,621.4,385.4,297.7,65.2,304.6,228.7,280.2,939.3,1296,1655.3,592.8,526,1082,1520.8
"178_f_at","U38964","PMS2P1","postmeiotic segregation increased 2 pseudogene 1",7,242.3,198.2,48.1,46.9,703.6,335.5,413.6,229.4,261,278,434.1,375.1,265.3,432.4
"1790_s_at","HG3914-HT4184","CDK10","cyclin-dependent kinase 10",16,1905.6,355.9,321.4,3549.4,319.6,153.8,279.8,2271.5,4421.3,605.4,2730.6,769.3,1161.4,651.6
"1791_s_at","J00207","IFNA2","interferon, alpha 2",9,11.9,202.3,338.6,99.6,562,353.2,250.6,8,38.3,10.6,76.1,68.1,30,118.4
"1792_g_at","M68520","CDK2","cyclin-dependent kinase 2",12,2715.4,1640.1,2478.3,2366.9,2979.8,3399,2581.3,3697.6,1532.7,3823.4,7164.2,1800.4,1834.5,1936.7
"1793_at","M80629","CDK13","cyclin-dependent kinase 13",7,110.8,987.3,764.4,591.5,1140.3,518.5,557.8,180.6,384.1,151,152.3,236.7,383.6,381.7
"1794_at","M92287","CCND3","cyclin D3",6,283,765.1,511.7,94,1060.6,345.7,657.9,531.1,1018.9,433.7,346.1,771.5,668.7,447.1
"1795_g_at","M92287","CCND3","cyclin D3",6,1504.8,2681.6,601.9,2100.4,1952.5,2210.8,1208.4,1231.8,1158.4,1268.3,1775.6,2963,1152.3,932.2
"1796_s_at","U05681","BCL3","B-cell CLL/lymphoma 3",19,907,5669,1453.9,1285.3,8860.4,3506.3,3824.1,1026.2,997.5,1239.7,695.4,1032.2,675,914.8
"1797_at","U40343","CDKN2D","cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)",19,247.3,150.8,54.5,72.5,51.4,93.6,423.4,300.4,234.6,191.1,323.7,404.7,294.5,357.6
"1798_at","U41060","SLC39A6","solute carrier family 39 (zinc transporter), member 6",18,522.8,226.6,403.8,520.9,230.4,553.4,41.2,699.3,2033.9,1205,665.7,481.2,1007.9,400.3
"1799_at","U64315","ERCC4","excision repair cross-complementing rodent repair deficiency, complementation group 4",16,146.8,1994.3,1504.5,568.8,1791.1,2055.2,972.7,131.2,225.7,77.3,205.4,317,207.9,298.6
"179_at","U38980","DTX2P1-UPK3BP1-PMS2P11","DTX2P1-UPK3BP1-PMS2P11 readthrough (non-protein coding)",7,702.7,3428.7,3418.7,1720.3,2994.3,2960.8,2139.6,519.9,826.8,676.9,1134.2,1255.6,700.2,1098
"1800_g_at","U64315","ERCC4","excision repair cross-complementing rodent repair deficiency, complementation group 4",16,88.4,363.9,304.7,34.4,660.4,289,294.3,20.8,70.8,41.1,86.9,136.6,9.8,54
"1801_at","U76638","BARD1","BRCA1 associated RING domain 1",2,3.7,82.5,763.3,140.9,579.3,706.7,522.1,30.2,66.7,54,14.2,274.3,423.8,595.2
"1802_s_at","X03363","ERBB2","v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)",17,31.1,41.1,84.4,31.4,67.5,43.4,29,18.7,60.5,30.6,21.1,51.5,357.1,9.7
"1803_at","X05360","CDK1","cyclin-dependent kinase 1",10,144.2,83.6,1367.9,84.9,737.9,654.1,593.2,479.2,190.9,230.6,120.1,125.1,193.6,264
"1804_at","X07730","KLK3","kallikrein-related peptidase 3",19,869.1,2666.7,3717,2761.3,4710.1,2593.2,2794.2,785.5,469,601.5,763.9,783.6,551.5,432.8
"1805_g_at","X07730","KLK3","kallikrein-related peptidase 3",19,52.6,124.6,292.4,42.6,65.6,171.6,101.9,50.1,9.4,36.8,79.9,40.8,5.6,5.7
"1806_at","X12556","MCF2","MCF.2 cell line derived transforming sequence","X",29,4,360.1,15,18.9,63.9,37.4,22.4,112.6,36.6,35.9,11,12.1,16.9
"1807_g_at","X12556","MCF2","MCF.2 cell line derived transforming sequence","X",42.7,55.4,357.4,47.7,213.8,97.7,179.4,40.3,142.3,52.8,60.9,18.4,86.9,24.8
"1808_s_at","X89101","FAS","Fas (TNF receptor superfamily, member 6)",10,7.6,102.8,232.8,56.5,184.9,65.4,132.3,10.5,10.6,10.1,8.7,88.1,8.6,12.8
"1809_at","AB003698","CDC7","cell division cycle 7 homolog (S. cerevisiae)",1,299.9,301.3,624,518.2,603.6,383.7,308.4,837.8,554.5,395.2,310.5,107.4,137.2,168.8
"180_at","S82470","MBOAT7","membrane bound O-acyltransferase domain containing 7",19,97.3,88.4,299.5,98.4,141.8,166.1,66,162.9,346.4,17.9,32.1,35.1,146.5,51.1
"1810_s_at","D10495","PRKCD","protein kinase C, delta",3,68.6,96.6,171.8,99.3,119.9,64.3,53.2,98.6,177.4,14.1,10,81.2,113.8,79
"1811_at","D15049","PTPRH","protein tyrosine phosphatase, receptor type, H",19,64.6,110.7,677.7,95.4,178.9,152.7,108.8,36.7,22.3,28.9,235.9,45.1,27.2,25.7
"1812_s_at","HG1747-HT1764","MET","met proto-oncogene (hepatocyte growth factor receptor)",7,18.7,43,894.8,49.7,91.3,75.9,43.7,10.3,12.9,64.3,75.6,12.2,8.6,28
"1813_at","HG363-HT363","RHBDF1","rhomboid 5 homolog 1 (Drosophila)",16,121,745.4,687,541,1416.7,651.3,666.8,141.9,106.8,75.5,68.3,149.6,97.4,198.1
"1814_at","D50683","TGFBR2","transforming growth factor, beta receptor II (70/80kDa)",3,146.3,26.8,147.6,30.7,43.4,21.9,20.4,146.4,80.9,137.5,26.6,2908.4,106.9,42.5
"1815_g_at","D50683","TGFBR2","transforming growth factor, beta receptor II (70/80kDa)",3,307.4,178.1,329.4,75.9,295.6,261.7,270.9,174,106.7,686.1,125.7,1438.4,86.7,98.9
"1816_at","D78156","RASA2","RAS p21 protein activator 2",3,15.3,410,71.3,57.7,303.8,48.5,72.8,10.4,45.3,11.2,5.3,21.5,21.8,17.2
"1817_at","D89667","PFDN5","prefoldin subunit 5",12,5517.3,936.7,871.5,2325.2,425.1,1218.8,3387.9,2635.5,5457.9,1997.7,4243.4,3243.9,5453.3,2510.4
"1818_at","HG1879-HT1919","RHOQ","ras homolog gene family, member Q",2,61.3,176.2,514.2,537.3,449.4,74.9,451.7,46.4,135,14,16,94.1,132.3,79.5
"1819_at","HG1996-HT2044","RAP2A","RAP2A, member of RAS oncogene family",13,9.8,42.8,43.6,96.3,70.9,55.9,37.1,7.1,10.1,4.1,6.9,15.5,17.3,16.6
"181_g_at","S82470","MBOAT7","membrane bound O-acyltransferase domain containing 7",19,726.9,690.6,452.1,2056.7,305.3,1174,1985.3,1871.7,1349.1,1363.1,2023.8,951.9,1116,635.3
"1820_g_at","HG1996-HT2044","NA","NA","NA",30.4,53,247,22,52.6,30.2,46.1,11.6,12.3,16.7,56.8,19,20,7.3
"1821_at","HG2600-HT2696","RAP2B","RAP2B, member of RAS oncogene family",3,7.8,29.6,38.4,22.3,36.4,27.9,39.7,6.7,5.7,1.7,5.6,10.5,4.9,13.7
"1822_at","HG4677-HT5102","RET","ret proto-oncogene",10,76.6,269.1,900.3,459.6,532.7,599.6,534,610.6,66.1,12.7,72,44.1,67.9,23.5
"1823_g_at","HG4677-HT5102","RET","ret proto-oncogene",10,13.9,51.1,494.9,26,157.8,49.5,252.4,172.8,26.5,5.3,11.8,40.3,13.6,5.6
"1824_s_at","J05614","PCNA","proliferating cell nuclear antigen",20,48.4,151.1,207.4,93.3,142.6,124.8,120.8,356.5,1042.2,190.3,30.4,56.5,548.9,477.1
"1825_at","L33075","IQGAP1","IQ motif containing GTPase activating protein 1",15,555.4,331.9,215.1,525.5,446.1,201.9,347.9,323.2,291.8,716.3,874.3,1149.9,1320.6,548.7
"1826_at","M12174","RHOB","ras homolog gene family, member B",2,41.1,92.5,108.4,67.3,124.5,66.4,67.6,31.4,1727.2,22.1,31.4,248.9,593.1,967.9
"1827_s_at","M13929","MYC","v-myc myelocytomatosis viral oncogene homolog (avian)",8,877.7,3689.3,4407.1,1800.2,4638.7,3856.6,3492.1,825.3,1148.7,682.7,1000.7,1030.2,1054.6,1272
"1828_s_at","M27968","FGF2","fibroblast growth factor 2 (basic)",4,117.5,203.3,222.2,174.3,1103.9,539.1,406.5,41.5,84,70.8,69.8,91.5,56.2,135.4
"1829_at","NA","NA","NA","NA",829.2,3518.3,2538.2,1860.1,4805.6,3275.6,2686.2,569.2,738.9,776.4,1348.8,812.3,409.7,1319.3
"182_at","U01062","ITPR3","inositol 1,4,5-trisphosphate receptor, type 3",6,747.6,431.9,658.6,69.7,118.8,262.7,416.7,1220,609.3,725.9,795.6,1576.1,210.4,220.6
"1830_s_at","M38449","TGFB1","transforming growth factor, beta 1",19,312.7,882.9,133.5,823.1,257.4,861.5,1026.5,359.9,567.3,198,206.5,466.1,256.2,961.3
"1831_at","M60314","BMP5","bone morphogenetic protein 5",6,7.7,78.7,505.5,19.7,181.3,81.1,84.1,17.9,6.1,9.7,7.8,11.1,4.6,9
"1832_at","M62397","MCC","mutated in colorectal cancers",5,77.1,207.5,779.9,201.7,572,495,66.3,61.7,63.1,62.6,69.2,106.5,93.2,283.8
"1833_at","M68520","CDK2","cyclin-dependent kinase 2",12,160.8,513.6,83.6,55.7,175.8,459.7,519.7,715.9,540.7,502,314.5,252.6,455.3,315
"1834_at","D38449","GPR176","G protein-coupled receptor 176",15,8.3,51.8,172.2,27.3,66.7,46.7,46.2,14.5,7.4,12.1,9.6,10.5,11.8,10.3
"1836_at","D50310","CCNI","cyclin I",4,27.2,39.7,347.7,234.6,125.6,590.7,1489.1,233.5,926.3,157.4,22.7,4386.5,8555.5,5215.7
"1837_at","HG1111-HT1111","RRAS2","related RAS viral (r-ras) oncogene homolog 2",11,37.2,16.7,65.8,22.7,38,25.3,40.1,29.3,28.6,13.6,2.5,11.6,26.3,91.3
"1838_g_at","HG1111-HT1111","RRAS2","related RAS viral (r-ras) oncogene homolog 2",11,10.2,27.6,608.5,57.1,78.3,58.2,61.7,7,8.6,6.1,18.4,14.7,42.4,78.9
"1839_at","HG1112-HT1112","RAN","RAN, member RAS oncogene family",12,294,737.8,282,385,856.1,489.6,539.6,1585.7,3108.8,526.3,312.9,250.9,2255,2259.9
"183_at","U01828","MAP2","microtubule-associated protein 2",2,74,189.7,70,94.2,273.6,237,42.5,15.4,33.3,23.7,22.7,31.2,55.6,59.2
"1840_g_at","HG1112-HT1112","RAN","RAN, member RAS oncogene family",12,1863.6,739.3,158.5,133.8,129.8,515.8,1328.8,6107,3583.9,1353,2624.7,1970.7,4473.9,6447.5
"1841_s_at","HG2723-HT2819","MYCNOS","MYCN opposite strand/antisense RNA (non-protein coding)",2,107.7,274.6,96.4,262.7,624.1,213.7,360.9,81,91.5,75.7,42.7,149.4,71.9,176.3
"1842_at","HG2724-HT2820","DDIT3","DNA-damage-inducible transcript 3",12,4392.1,177.6,138.1,122.8,138.4,123.6,241.8,278,316.7,1554.5,1964.8,422,1475.9,616
"1843_at","HG2825-HT2949","TRIM27","tripartite motif containing 27",6,391.8,859.9,276.1,593.9,1175.5,808.1,643.3,492.3,902.6,318.2,481.1,356.3,534,823.6
"1844_s_at","L05624","MAP2K1","mitogen-activated protein kinase kinase 1",15,83.6,818.7,60.6,271,504.6,313.8,98.3,289.4,550.7,143.5,24.3,36.6,377.3,620.9
"1845_at","L36870","MAP2K4","mitogen-activated protein kinase kinase 4",17,24.7,158.2,99.9,30,169.4,123.2,76,195.3,430.9,254.6,21.7,131.8,247.2,261.3
